name,basekV,latitude,longitude
p829975,7.2,46.6823162,-119.1115866
p829974,7.2,46.68220684,-119.1109185
l3030203,7.2,46.68370602,-119.1118364
l3179673,7.2,46.68445132,-119.1120871
l2842384,7.2,46.68233284,-119.1097759
m1149235,7.2,46.68224172,-119.1116456
m1166376,7.2,46.68233676,-119.1096861
m1166377,7.2,46.68236204,-119.1091086
e184626,7.2,46.6823701,-119.1089321
l2805034,7.2,46.68128346,-119.1106745
m1149236,7.2,46.68226664,-119.1109343
l3160871,7.2,46.68246466,-119.1114689
d5563942-4_int,7.2,46.6822215,-119.1119625
