name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5804798-3_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047766,0.0,0.0,0.0,0.0,0.0,0.0
323264b0b,l3216344,0.0,0.0,19.45,4.869999999999999,0.0,0.0
 ,m1047768,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827554,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2876846,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3048203,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
 ,m1047792,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047794,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2710514,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1047787,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2897800,0.0,0.0,3.89,0.97,0.0,0.0
 ,m1047809,0.0,0.0,0.0,0.0,0.0,0.0
226193361b0b,l3157710,0.0,0.0,5.84,1.46,0.0,0.0
 ,m1047793,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047812,0.0,0.0,0.0,0.0,0.0,0.0
 ,m4350438,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2710512,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1047828,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2710513,0.0,0.0,3.89,0.98,0.0,0.0
 ,p827553,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2935568,0.0,0.0,5.840000000000001,1.47,0.0,0.0
323279b0b,l3235246,0.0,0.0,5.84,1.46,0.0,0.0
323397b0b,l2954346,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1047831,0.0,0.0,0.0,0.0,0.0,0.0
226163575b0b,l2989432,0.0,0.0,9.73,2.43,0.0,0.0
 ,l3066830,0.0,0.0,9.73,2.44,0.0,0.0
 ,l3197660,0.0,0.0,9.73,2.44,0.0,0.0
323391b0b,l3159037,0.0,0.0,14.59,3.66,0.0,0.0
 ,m1069738,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3160117,0.0,0.0,9.73,2.43,0.0,0.0
 ,l3215549,0.0,0.0,9.73,2.44,0.0,0.0
323399b0b,l3178974,0.0,0.0,5.84,1.47,0.0,0.0
 ,m3327098,0.0,0.0,0.0,0.0,0.0,0.0
323388b0b,l3234185,0.0,0.0,9.73,2.44,0.0,0.0
 ,l3065750,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1047769,0.0,0.0,0.0,0.0,0.0,0.0
323266b0b,l3197632,0.0,0.0,5.84,1.47,0.0,0.0
 ,m1047795,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047825,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069731,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2726975,0.0,0.0,5.84,1.46,0.0,0.0
 ,m1047826,0.0,0.0,0.0,0.0,0.0,0.0
323398b0b,l2710505,0.0,0.0,5.84,1.46,0.0,0.0
 ,m1069730,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2710504,0.0,0.0,14.59,3.65,0.0,0.0
323387b0b,l2690941,0.0,0.0,9.73,2.44,0.0,0.0
 ,l2691943,0.0,0.0,5.840000000000001,1.47,0.0,0.0
323392b0b,l2748124,0.0,0.0,9.73,2.44,0.0,0.0
 ,l2860501,0.0,0.0,9.73,2.44,0.0,0.0
 ,l2860500,0.0,0.0,5.84,1.46,0.0,0.0
 ,p827555,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047796,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3010562,0.0,0.0,5.83,1.47,0.0,0.0
 ,m3327097,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3448661,0.0,0.0,5.84,1.46,0.0,0.0
