name,basekV,latitude,longitude
n1136365,7.2,46.72192582,-119.1823456
l2973150,7.2,46.73047154,-119.1916603
l2897792,7.2,46.72149372,-119.1845512
n1136368,7.2,46.72140608,-119.1844912
l2897793,7.2,46.72344326,-119.1859739
m1069509,7.2,46.7202013,-119.1783532
m1069515,7.2,46.72148718,-119.183648
m1047733,7.2,46.73142326,-119.1928151
l3254231,7.2,46.72386248,-119.1870269
m1047711,7.2,46.72543812,-119.1888218
m1069513,7.2,46.72096106,-119.1802548
l3254230,7.2,46.7246945,-119.1874671
m1047718,7.2,46.72657166,-119.189434
m1069517,7.2,46.72213072,-119.1827936
m1069514,7.2,46.72122086,-119.1843644
m1069521,7.2,46.72376608,-119.1861797
m1047721,7.2,46.72734932,-119.1894711
n1136657,7.2,46.72109942,-119.1845154
n1136367,7.2,46.72185592,-119.1831585
l2916620,7.2,46.72262718,-119.1822836
m1069516,7.2,46.72157256,-119.1815733
n1136366,7.2,46.72257568,-119.1823365
l2785538,7.2,46.72263132,-119.1854177
m1069518,7.2,46.72239706,-119.18252
d6290228-6_int,7.2,46.7210112,-119.1846503
d5682346-3_int,7.2,46.7200529,-119.1770264
p827548,7.2,46.7213108,-119.1844259
m1069503,7.2,46.71951076,-119.1775653
n1134478,7.2,46.71976022,-119.1778509
m1069524,7.2,46.72468348,-119.1874518
m1069505,7.2,46.7198764,-119.1779839
e182729,7.2,46.71943204,-119.177475
m1047729,7.2,46.72982154,-119.190677
l2820533,7.2,46.72529912,-119.1867129
n1134479,7.2,46.71982278,-119.1772562
l3066804,7.2,46.73289344,-119.193047
l2766738,7.2,46.72058436,-119.1794188
m1047723,7.2,46.72865702,-119.1899303
