name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL,line_unit
ln5535139-1,line,3.0,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759837, 0.33350978598678477, 0.3082706578745229], [0.33350978598678477, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.003340893,m1125997,d5535139-1_int,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5775438-1,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.10646896,m1125994,m1125997,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6170256-1,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.350258520418522], [0.3082706578745229, 0.350258520418522, 0.6920213416170082]]",0.1046688,m1125994,l3067478,3,"{'b', 'c', 'a'}",False,False,12.47,
ln06534433_sw,line,3.0,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.350258520418522], [0.3082706578745229, 0.350258520418522, 0.6920213416170083]]",0.063672552,l3067478,m1125990,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5807070-1,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.2646337351077933, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.004902735,m1125990,m1125989,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6413700-1,line,3.0,"[[0.27001903752089007, 0.10995066546782976, 0.11353849004463122], [0.10995066546782976, 0.2646337351077933, 0.11074699310270611], [0.11353849004463122, 0.11074699310270611, 0.27169827938724384]]","[[0.6959739725759837, 0.33350978598678477, 0.30827065787452296], [0.33350978598678477, 0.7087291002604086, 0.350258520418522], [0.30827065787452296, 0.350258520418522, 0.6920213416170083]]",0.067439688,m1125989,m1125987,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5745257-1,line,3.0,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463118], [0.10995066546782976, 0.26463373510779326, 0.11074699310270608], [0.11353849004463118, 0.11074699310270608, 0.2716982793872438]]","[[0.6959739725759836, 0.3335097859867847, 0.30827065787452285], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.30827065787452285, 0.35025852041852196, 0.6920213416170081]]",0.1729248,m1125987,m1125976,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5624288-1,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.039982249,m1125976,m1125968,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6260929-1,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.30827065787452285], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.30827065787452285, 0.35025852041852196, 0.6920213416170082]]",0.029324703,m1125968,l2767341,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5927296-1,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759836, 0.33350978598678466, 0.3082706578745229], [0.33350978598678466, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.026095068,l2767341,m1125969,3,"{'b', 'c', 'a'}",False,False,12.47,
