name,basekV,latitude,longitude
m1069461,7.2,46.69513942,-119.1810746
m1047486,7.2,46.70397606,-119.1921928
m3949157,7.2,46.70340692,-119.2026391
d5803273-1_int,7.2,46.69478842,-119.1798462
l3727709,7.2,46.7037165,-119.2036538
n1137993,7.2,46.70349712,-119.1921775
m1047485,7.2,46.70397248,-119.1975952
m1069468,7.2,46.69692892,-119.1825731
p901912,7.2,46.70832904,-119.2019255
l2673303,7.2,46.70724808,-119.1802038
l3728041,7.2,46.7020571,-119.2056604
n1139264,7.2,46.69659888,-119.1830411
l3010561,7.2,46.69638156,-119.1851269
m1069488,7.2,46.7072155,-119.1821032
l3216367,7.2,46.69744388,-119.1829204
l2822872,7.2,46.70667714,-119.1999999
m1069483,7.2,46.70125468,-119.1865142
m1069469,7.2,46.69695728,-119.1823086
l3254204,7.2,46.69378298,-119.1913662
l3010560,7.2,46.70310826,-119.1896857
l2766716,7.2,46.70084436,-119.1895682
l3066808,7.2,46.69811478,-119.188292
m1069466,7.2,46.6966268,-119.1826022
l2876798,7.2,46.69503186,-119.1802448
l3160123,7.2,46.69434198,-119.1817878
l3195365,7.2,46.70780894,-119.2020749
m1047480,7.2,46.70222126,-119.1880859
l3729297,7.2,46.7044848,-119.2003216
l3216342,7.2,46.69561862,-119.1822632
l3728040,7.2,46.70176698,-119.2051083
l3235245,7.2,46.70083504,-119.1907447
p827503,7.2,46.70133644,-119.1864106
l3728042,7.2,46.70072622,-119.2019725
m1047497,7.2,46.70843968,-119.2018934
l3728043,7.2,46.70056858,-119.2008556
l3104119,7.2,46.70306728,-119.1875921
p827506,7.2,46.69694448,-119.1824284
l2860482,7.2,46.70257816,-119.1921482
p827505,7.2,46.70276294,-119.1892253
l3727710,7.2,46.7041162,-119.204796
l3727711,7.2,46.70285354,-119.2021228
l3177665,7.2,46.70397502,-119.1925061
l2748125,7.2,46.70724912,-119.181128
l3122821,7.2,46.7031868,-119.1943578
l2879063,7.2,46.6951652,-119.1831734
m1069487,7.2,46.70526934,-119.1820648
l2897767,7.2,46.70506308,-119.1800331
m1047483,7.2,46.70287326,-119.1892032
p1164481,7.2,46.70491926,-119.1995764
l3254208,7.2,46.70519882,-119.1778102
n1139263,7.2,46.6969724,-119.182168
l3048227,7.2,46.69701978,-119.1817265
l3728038,7.2,46.7005208,-119.2032447
n1137957,7.2,46.70250152,-119.1879224
l2991939,7.2,46.69861002,-119.1837115
l3727707,7.2,46.70423802,-119.2023781
p827504,7.2,46.70238304,-119.1879915
l3160109,7.2,46.70924798,-119.202655
l2785517,7.2,46.70344164,-119.1838041
m1069489,7.2,46.70826354,-119.1821168
n1137958,7.2,46.70269846,-119.1892386
l2897805,7.2,46.69330718,-119.1827537
p827507,7.2,46.70063336,-119.1859752
l3727712,7.2,46.70286508,-119.2013937
m1069465,7.2,46.69653928,-119.1838382
l3104136,7.2,46.7081809,-119.2016468
m3949154,7.2,46.70048752,-119.2031936
p827502,7.2,46.7038301,-119.1921881
l2745848,7.2,46.7004879,-119.1855484
l3727708,7.2,46.70347456,-119.2026077
m1047484,7.2,46.70350048,-119.1905822
l3254209,7.2,46.70166366,-119.1899463
m1069464,7.2,46.69613728,-119.1817553
p873787,7.2,46.69604824,-119.1817599
m1069462,7.2,46.69582356,-119.1818111
l2745806,7.2,46.7121323,-119.1777615
l3728039,7.2,46.70120856,-119.2043204
n1137992,7.2,46.70999362,-119.2034335
l3728037,7.2,46.70196928,-119.2031775
m1069494,7.2,46.7121306,-119.1788058
l2933120,7.2,46.70931872,-119.1821333
m1047490,7.2,46.70537938,-119.1996703
l3066809,7.2,46.70451188,-119.1826679
l3104117,7.2,46.71034118,-119.1790083
l2726973,7.2,46.70463306,-119.1988099
m1069463,7.2,46.6958395,-119.181776
l3729298,7.2,46.7042535,-119.2013574
m1069481,7.2,46.70075092,-119.1858838
m1047478,7.2,46.70144904,-119.1894974
196-29520,7.2,46.7099447,-119.2033824
l3141396,7.2,46.69988962,-119.1865534
m1069484,7.2,46.70219352,-119.1853251
m1069467,7.2,46.6968456,-119.1825791
n1137994,7.2,46.7016397,-119.1860265
l2673308,7.2,46.69991406,-119.184842
l2954344,7.2,46.70514224,-119.1809003
n1137956,7.2,46.70049866,-119.1860799
p827574,7.2,46.69504106,-119.1811654
